#,dishSoapNoPrice,dishSoapWithPrice,coffeeNoPrice,coffeeWithPrice,handSoapNoPrice,handSoapWithPrice,toiletPaperNoPrice,toiletPaperWithPrice,laundryNoPrice,laundryWithPrice,cleaningSprayNoPrice,cleaningSprayWithPrice,juiceNoPrice,juiceWithPrice,riceNoPrice,riceWithPrice,toothpasteNoPrice,toothpasteWithPrice
21910l2negh8tz21910l61mp0srxkwfp,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
knu1hhko2r08cy6knu10lhnk7szxueu1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
d6xj9prkechdlxid6xugbmj6vutugfz9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
nepao77oir3rxpxxxrqc5nepao77oim7,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ke0j6u6s6asxngneorke0jhdr5hhyksu,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ytv40j3hdq0i4geax2jytv40jzvd3tjd,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8pfbaoxxqjy94uuby8pfb0gwgwwalob8,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
s37iez1k62v5y2e78s37iez4qe7k1la9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
wv7o8f0p00dwoa6dwv7o8fl30atibs52,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
nmqkn5hf0qlkufkizg09aonmqtn2aivb,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
lj3iihr5spy57krm3alj3iihrsdccag9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
nytrz2lo1ycp6hcrfujwwnytrz2le8hm,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
485udvwjgctgps5lt485udnfxof5steu,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
szojv1x3wlj1zrdyrekpszojv1x3xngu,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
n85phjr09cv26wt7an85pdr62rxenniw,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
klus5u2hcog6eqr6klusc58tf0q7c34b,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
p2fvp7wn71r0z2hp2fvp7ajlmtzp84pn,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20loiotrjs2uo420ladjfizdzbmyg0dz,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8wdtkq6piisy3tfcxpggm8wdtkqrgd2g,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ryf0e2k90b8ig71x5suuryf0emxx637s,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4z4k9n1dmkik31454z4k9n8h6erxf64t,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5ek870p30z58ylpopc36uh5ek870p7x5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
554wut7f4gegn8h7ic554wutm9feymqv,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5ag656cjz0a0m9ajlev165ag65f0eh6z,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
la57lrjrgcngf0ela575mkbzud79r9a1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
megpmi4gcwf2megop0n5w3e7ltbp0vge,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
l0e790jtk43e5il0e77y23bfixu9gbcx,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1f4z395kaj1z128hp1f4z37omf92h4am,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
wivnns4iay0xlrwioc4tlbotjn8hoc4d,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1u07cuc0ow2c0u2z32fkaxol1u07cuc4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
wcsvzjirxakz200fc0ozr0wcsvzjirp5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
44dnubh8g044ydunuo3plwawj5ydunuo,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
wpnq0c6tznnyae2kyfwpnqipgenz5zc5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
41jtkmiplfaroetr41jth8zgusgzf86h,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
cauxb5upyuto32balncauxbqw5weq08x,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
rbts4rj427m6u1lrtrbts4rgk2e99vul,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
f51266rvyn3eb750df51266rvw7d82st,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0rpzs778xbnu6fg9oh5k6fzz0rpzs778,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
f5ach3c7ymjglagj4f5ach9gt8vzp5p9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
53ma33ki1rd53mahdetfmcgsici0xncv,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
vzbmy8h3i45mwo8aerbvzbmy8qnlaehj,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
q3phjotjlipz6vp7w8gq3phqey6nxf08,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
qwrg92wlw9suk4qhqwrg9kalykybupxz,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
j8guz4wo6v1avsj8gneek3vlzfufmbtr,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ltxatx8k230280jltxa711bldkgdnl52,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
264n6o5k4ng1j0bwx264n6km5b4xjisj,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
wi9vv7kplrtqaadmwi9epyzaxwrd68pv,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
bq82xats0pfwfqhgk7rbq8jbfnlbc1fj,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
z9exxozn7fpfpjbbk4z9exnaz9ingcz0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
g7dtcblnlpti36jog7dtcbldoims9f48,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
b72x4xs1op1ah311mglb72x4x5ywoo6c,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
q8io127shyj1ksrpq8ivmlju6kk8a3gn,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
nt2ljipm6tignqo9g5nt2ljienh2jbl3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3mbox0sxu2mkcct5m20a3mbox0saop8s,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
zgehke48smxuzipi6zgehke52b1h6id1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
rkwo4nkzvzexe5ebbcrkwo4nk08xkjk6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
jwlwzxrh63mwuy2g5pvtjwlwzxrhw7su,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ga6vxvzggtyv1yga6vxe3bkcy6wj2ds5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
e46t6mmfpvyviqaa2qm2e46t6m3ojue6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6zv2go65w7vs576z9udxi7s3pdmkv9ud,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
oyp6mi7d5rripr0rfamoyp6migqgdabp,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
a6izhh1smdnvvuo3a6izhg28upchhaje,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
v70269oab901au0bv70atjctw5od2lw4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
n1g42gh3nhr9l3eimkn1gzucpc8c1aq1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
xus45yporwiaybdn18xus4jl9u9i7dbi,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
t40m4yxiac2xgxlyawt40jfi9wtg2fns,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
x61nhz63cioqo4fxxrpx61nhzvieov3l,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
knu3z0gk1gu3v2wsknuu6mg5i67kmsi9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ymebxg7s709am74kz70pn4fjymebxg7i,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
hw5sloebafhqnyi03qhw5slyp1z1cink,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
p0gm9cq86ove0u3m2z3673ep0gm9c4wn,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7h02rww77g9i3ifg0hn7h02ro0yfe2jm,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
yb4w7j522kily4jfzyb4w7985ma5bgtd,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
qmvh2jdhi7fab2m0khwqmiv285vggpoo,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
hajshsldefadums5wshajsh0ze7erydg,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
xzzu201kkxxr1ltvmyd3gxzzu2e1kgqe,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
jfzyp1lmwed4xcuuec20okjfzyp1prct,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
nqvm4dvi4j4gwnqvmd9znnwe8pzeb5ot,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9sbu6ryrb89yhoq0w9sbu6m8463mvizb,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
q5g9w4decyuqr3oub5ht3tq5g9w4epfd,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
dldyj63oa6vqgqdgwdldy5unz19r9jin,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
znxqp5jm8y1nshznxiws0e8wyuopepaj,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
f1d7kf8d573cvwtr9nf1d7kfcghsuyzx,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
t33tlyzqt3kp59xe3qt33t3uc7p6u78a,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
thn1dr2zf53jiez7tjdz6uvlthn1dr2z,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
pvxss5zvntyl12pvxs5xmjedmmr0hlr2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
49cjgh6y2391ymm49cjrjhwz2qm2ztgw,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4yxcqm968ro8tw34yxcqlxhlcaux247r,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4crrvcd1urcqcpsn84crrv2h9uiv4upg,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
m7jt6rqmdxo3gb3kom7jt6t6u5p9maex,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
yxbgd5ol827lv5saqz72syxbgdt8d4l3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
mp1ical2k02z43mp1fgrvfwdwnum8wop,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
hpxosaedx84dkkddqhpxouac3pf30wi9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
dccoyt4q00nok5ddcco3k7uenxkrjubc,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8eryhwo8dixdkeu7o8eryon3w8r6b3s4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
apavwoqurci0m65l3apavwouqmp48mqr,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
qhesdywewkvajja50qhesdywdguug9o2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
w8sfqcvljnwkmwo0w8sf5p24coa7et2g,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
hrbi57oapja1u6bidghrbi4itr0kjasz,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
yc8f32zktem79l323ewzyc8f32zkm9ng,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ts8x4jlbe37pmraw5u5frz2v2ts8x4jl,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
jsu3l257smaahjsu3htqzy0vxbqrcis0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3n1ssh3lnp5gwynqm8q3n1a9cgg3bnsm,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
alsw1kyjhf7chn77alsxak3q7bh8gn0e,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
oqdbnx4dgnmbadedyv0aoqdbnx4rcjcy,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
kop8td7ch24vvlkop8t71etoj27kwk75,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
w9tj3wqzaizb83o2622q9yw9tj3wqzp5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
kf1wdxbudr584dl7tkf19zyyvfiwegpg,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8v4gtif7fsyqwknk8v4eqtf3kj1eccbu,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8680g14pnnd1rkav8680gzcnmwidnkp5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
zuq48o3q9om853765mwzuqael2iw5ou7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7dra627sw8zagp7dra9if5uegue3mw4w,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
mun5ipmcjafw0lu2mun5og8ghsyhw9mr,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76lum64mk24o41nbuz376lum34ytj30q,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tg6qmmfyzfb3tg61hwgv00h0bly982ng,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5nw5a3dqwuibtt42s5nhmuu36mkjxm2h,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
645f9pfwprukrei645f57b4xhfdhdzzt,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
p12vpr4gxu8hwjbsdouk9w4p12vprzia,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ilpzzgnrlttwpf10hiilpzh4h3m1dsrg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ix2tujq3ino3wfbefix2kqrtdddr2f88,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b70u3wca2um5cmcnpf6zb70u37rzfayc,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3ukwj7juw5wa5i8c533ukwj7smw8pxuv,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b4d48sms6m8zmim6zal2v2fb4d483z13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s50d4phvs85fd7s50d4ux6nyft1v2zxp,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
av06xrl1shxg5p8av0v5zyyaew67eq37,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jzr0h4aj7e57lel2z362yjzr0h4aiijy,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1xia5bct7ttdoh8rzvt1xia51vokvg84,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jw9u6jpnf9yjkuc59jw9u6j3yweiexl5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ms5a21izo2n7oapmms5bk6lil8eo9tcb,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gpfsasl13wsmt5r13e1egpfsar4oojhv,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ojeknt2z9xpgcd3ojeknt32ae2a11qi9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
xnjwa1tapra3b7iadlykpexnjwa1tym4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wlsqdi4izhbza17dwlsqdv9rljg6vxz3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ls1r70ol1rz0ihs4pls1rf9idlyf95xd,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6pkr69osdn6wfe6pkz94511olclh10u4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wjrfsr2nds89rywvwjrezsddh0apg86y,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vrk3pqhls1mrhzcbnvrk3ae6nzen7u81,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yvciwccin51qgoqwz8eyvciwcqu0cawn,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fswmj3xz5tcae7bxqtksfswmjehu098o,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2x4hc5ccstbxnk9c3zokz2x4hc5ch76u,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oumuuxo116gwvw0oum0u3on5rebqsean,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tr844tvudxpx9sqzlrittr8446k4ok55,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40x56l3iemi8fx92nr40x53uaomhx7jt,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pxznvpry3alhycwfpxzn9lh0vcadjncy,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
agzmd0lvsg1j95gagzpg7c9alv8as08g,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t94s4fn2relwccupbd6299t94s4fn95k,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nxa6jld0amqnh5n2uonxa6jf5rvk91ut,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15bnbavmlblm48ah9nus15bnbavuq308,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10lwiv8vgd6indzc410lwifzsj77hq63,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mbemk1xtgxbnrhmbe1nnf6yp1mze65ar,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
m0gl0513076tkrspm0sgdrsdbu6duwag,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5jeyh66dttqyvt3r8aby5jeyh66kjr86,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lrtgc64giqb68sau1rlrtgc6swogaagc,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95wj42l8avvub25y4mb95wj40chjgxz9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dejsyketbxeapbjg63qv2dejsykaxavb,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
qm3w6e1sptyxox5kwjb1peqm3w6e4cd5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ombowwyr4tqhxvr1jxlombowwyg2fe4d,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
z5mjrgtffboyna7vf83z570cbvq6zw65,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
q7x4wuc9l0rl3gqu8hq7x4wusdx1dgip,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dttwhvcj25pszrqxdttwhvgzvabmzr7n,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wf9m589msn8t6moeswf9m7xcpubp3iou,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
430tqh4xvvw68sb4ae3430tfrx6v29bv,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9obcuhg5t7yhe1b40v79obcue9rt30iu,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9ln6wr4wecx1kkk3wrne9ln6wjso3yrm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
csftzrruylu3ailcsfmc9w78llft4blv,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
txgdmppl9aojftxgds4oat3f49nuahhs,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15ilic41rz0rvj15ilicvjjz9caw1psy,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0ykpjbaihedfvte20ykpj2ejatf93qsd,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c1zqorpp04f2b4nfnw2c1zqasuenl6a5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mg8qhlymjkhirmg8qjb1qhc73msckbok,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
qfasy93xn1u0tlavqfasysyzruievw7d,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4f43br9h3g1eujdk4f43bn2z44533jex,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
abwfy4lkokz8edlabwfy84s489l9601o,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56d1xww3gb6g1xq2cay7ao56d1xwlxi7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jm0btrnazabndj5psjm0btrftxlgp91t,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
twnpx21pwrv2459tbpxmab6twnpx21p4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
k52hm8icu6h2h16plw55mk52hm85mfgt,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
m3ng9zwm3ahxcboyrm3n4slc940e2jjj,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tthsd7efyz7u5yolmpn6tthsddlvxwlf,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6h3hj61usqar270hj6bs6h3aajmfuil,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
x3hyk5gfyji64mk6vts3trx3hyk5e5vf,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cr981rhviy1lqpfcr2cr98ol9wdphc44,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ijd21smyblr0ngiyl9nijdxfsp33mpbl,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bju7gv88qtyne5jv8abju7gva11ybjz6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i0jmh0a9h14gt3jvtji0jmh0eyopn72x,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
m83lv74rc0b7e20m83lv7w1f45dx89j0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jl3k3gkp5eq19tzzxxrjl3kh1esfqu2d,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94wobydeyw1y0uv294wju3jidak6zbju,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2n0gi1thiuekpw0012n0gi6qufbignb2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118r8718iuo5jn7118tpnjnor0h9h0b4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t2d5bcfahg6bv4wofht2d5bcy0cvtml7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b1fha0mim8celmanb1fha0e92n2mifjh,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cn8577cpykwv6d2l0zakcn8577ca7sra,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44yde4pb2jmdci5fe2fg4w44ydeu44z3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
n2sfazcl3im167m5g1ahn2sfazclhaew,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jknas1g693t2ahmegshljknas1g6uh02,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4w0zhnoyfuwzz7ira4w0zhnoyu9zo2u5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
xrtoqi2dl5dnixwzdzuhspwon5gptgwz,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
keajwuzu2cmlrobtkeajw06hg1oi3l1t,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
z13zl8kjgm29ms7es8dqhz13zl82v0hy,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cnxlw6xpnn9e78u0gn3y0acnxlw6xal0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
l31oxhbohb9q9683n3nol31oxhbpruvj,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ra6xeigpqgi248ayra6xenw811djgsbd,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ofiqaudvebylafofiqamhonxecb2l1go,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sk7915b2ve6b1dmvrv66usk79ciald9d,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hx7c51t1emjnu8l9dei6hx7c5s7syaer,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yuexe74y6bdcyfdtocyuexp3pyv9jl6l,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
k1yhzuhm57aoltf1k1yhza1i4wf1vuhb,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hfsrwtgysjzmx8vjsqeys2dhfsrwtgyp,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
k627aq5w0ueu76a1ugqf3tk627aq5wwt,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bshupmnf3g9p69w3i35bshupmnf3z3rr,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0wfa5a3z28oruj0wfa5hq4ocag90ys8h,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mayg3kqn3ijocomyuh8kymayg3y0ois5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ox5y6mxkrfh9yo2657mox5ynnh85xf2n,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47wppzdjrg2hymj47wpnu75d63pnnggh,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
znalsr79jh7l34k0vi2znalsryf6h5l9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x0wxihn5h8kr24v4cix0wxiq3hw1x25w,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ojb4dwhtl2k29qao10ojb4ddj0zfjjrb,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
